GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100616400	0.32412	0.0403	0.1459	2.0511365	0.2992949	95.25	MIR3198-2	microRNA 3198-2
28984	0.32412	0.0403	0.1173	2.0509643	0.2406623	3007.91	RGCC	regulator of cell cycle
83460	0.32412	0.0402	0.1461	2.0512864	0.2997408	96.96	EMC6	ER membrane protein complex subunit 6
56260	0.32412	0.0403	0.1766	-2.0502668	-0.3620542	164.4	C8orf44	chromosome 8 putative open reading frame 44
149134	0.32428	0.0404	0.333	-2.0495961	-0.682457	12.53	LINC01341	long intergenic non-protein coding RNA 1341
144108	0.32428	0.0404	0.117	2.0494918	0.2397279	452.66	SPTY2D1	SPT2 chromatin protein domain containing 1
105376872	0.32428	0.0404	0.2359	-2.0496749	-0.4834795	124.73	LOC105376872	uncharacterized LOC105376872
102724398	0.32428	0.0404	0.3078	-2.0494831	-0.6309295	17.37	CH507-42P11.6	uncharacterized CH507-42P11.6
200030	0.32444	0.0405	0.1893	-2.0491228	-0.3879968	723.94	NBPF11	NBPF member 11
1452	0.32461	0.0405	0.0894	2.0481864	0.1830207	4269.89	CSNK1A1	casein kinase 1 alpha 1
79847	0.32461	0.0405	0.0652	2.0483413	0.1335015	889.4	MFSD13A	major facilitator superfamily domain containing 13A
11103	0.32461	0.0405	0.1507	2.0486076	0.3087244	1068.68	KRR1	KRR1 small subunit processome component homolog
643246	0.32461	0.0405	0.1159	2.0484895	0.2374118	204.04	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2
284358	0.32461	0.0405	0.184	-2.0481846	-0.3768753	75.52	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator
10980	0.32469	0.0406	0.1271	2.0479341	0.260346	1055.33	COPS6	COP9 signalosome subunit 6
101927837	0.3248	0.0406	0.2874	-2.0475664	-0.5885305	93.67	ATP6V0D1-DT	ATP6V0D1 divergent transcript
105371354	0.3248	0.0406	0.3631	-2.0475041	-0.7434739	85.1	LOC105371354	uncharacterized LOC105371354
285282	0.32486	0.0406	0.136	2.0472462	0.2783427	678.86	RABL3	RAB, member of RAS oncogene family like 3
100505648	0.32486	0.0406	0.2388	-2.0471325	-0.4887742	125.05	RAD51-AS1	RAD51 antisense RNA 1
53346	0.32497	0.0407	0.1734	2.0468409	0.3548815	402.82	TM6SF1	transmembrane 6 superfamily member 1
100287049	0.32507	0.0408	0.158	-2.0456987	-0.3231297	93.3	DCAF8-DT	DCAF8 divergent transcript
79690	0.32507	0.0408	0.3889	2.0457549	0.7956065	157.37	GAL3ST4	galactose-3-O-sulfotransferase 4
55636	0.32507	0.0407	0.1891	-2.0464551	-0.3870246	4349.48	CHD7	chromodomain helicase DNA binding protein 7
105369625	0.32507	0.0408	0.4329	-2.0454546	-0.8853931	17.49	LOC105369625	uncharacterized LOC105369625
8315	0.32507	0.0408	0.0689	2.0458474	0.1409192	825.77	BRAP	BRCA1 associated protein
8747	0.32507	0.0408	0.2708	-2.0457225	-0.553943	36.25	ADAM21	ADAM metallopeptidase domain 21
112268131	0.32507	0.0408	0.3019	-2.0455261	-0.6175727	94.84	LOC112268131	
79170	0.32507	0.0408	0.3773	-2.0457394	-0.7718873	9.33	PRR15L	proline rich 15 like
24144	0.32507	0.0408	0.0888	2.0454077	0.1816931	773.6	TFIP11	tuftelin interacting protein 11
27430	0.32535	0.0409	0.2095	2.0449064	0.4283793	921.84	MAT2B	methionine adenosyltransferase 2B
10665	0.32571	0.0409	0.437	-2.0442332	-0.8934031	60.52	TSBP1	testis expressed basic protein 1
7385	0.32571	0.0409	0.111	2.0441538	0.22691	2047.45	UQCRC2	ubiquinol-cytochrome c reductase core protein 2
130162	0.32592	0.041	0.2456	-2.0437486	-0.5020108	337.66	CLHC1	clathrin heavy chain linker domain containing 1
1832	0.32607	0.041	0.2125	-2.0431802	-0.4341309	190.8	DSP	desmoplakin
203274	0.32607	0.041	0.2225	-2.043404	-0.4545577	230.23	LINC00537	long intergenic non-protein coding RNA 537
1506	0.32607	0.041	0.2281	-2.0431162	-0.4660381	81.95	CTRL	chymotrypsin like
105373271	0.32614	0.0411	0.3061	-2.0428869	-0.6252738	35.52	LOC105373271	uncharacterized LOC105373271
101928556	0.32623	0.0411	0.3333	-2.0426218	-0.6808461	22.6	LOC101928556	
83540	0.3266	0.0412	0.1939	-2.0417233	-0.3958555	28.24	NUF2	NUF2 component of NDC80 kinetochore complex
105375405	0.3266	0.0412	0.2149	-2.0417696	-0.4387281	71.66	PPP1R9A-AS1	PPP1R9A antisense RNA 1
100505502	0.3266	0.0412	0.3363	-2.0417322	-0.6866207	46.14	LOC100505502	POM121 transmembrane nucleoporin like, pseudogene
103	0.32662	0.0412	0.0993	2.041246	0.2026519	5992.11	ADAR	adenosine deaminase RNA specific
9407	0.32662	0.0412	0.3333	-2.0412153	-0.680266	53.13	TMPRSS11D	transmembrane serine protease 11D
7264	0.32662	0.0412	0.108	2.0410135	0.2205211	183.61	GFUS	GDP-L-fucose synthase
105371055	0.32662	0.0412	0.3686	-2.0414493	-0.7523921	18.03	LOC105371055	uncharacterized LOC105371055
105371089	0.32662	0.0413	0.3721	-2.0409742	-0.7593938	14.96	LOC105371089	replaced by ID 105371090
23191	0.32678	0.0413	0.2428	2.0406257	0.4955273	2070.79	CYFIP1	cytoplasmic FMR1 interacting protein 1
105378580	0.32716	0.0414	0.2222	-2.0399897	-0.4532803	154.12	LINC01409	long intergenic non-protein coding RNA 1409
105376388	0.32731	0.0414	0.6569	2.0396557	1.3398841	54.67	LINC02642	long intergenic non-protein coding RNA 2642
100128505	0.32738	0.0414	0.3539	-2.0394207	-0.7217018	53.89	ASTN2-AS1	ASTN2 antisense RNA 1
105378444	0.32749	0.0414	0.5664	-2.0391355	-1.1548924	14.85	LOC105378444	
4967	0.32751	0.0415	0.1067	2.0389746	0.2174571	2658.55	OGDH	oxoglutarate dehydrogenase
55153	0.32754	0.0415	0.1173	2.0383519	0.2391574	824.84	SDAD1	SDA1 domain containing 1
5095	0.32754	0.0415	0.086	-2.0386671	-0.1753115	1048.81	PCCA	propionyl-CoA carboxylase subunit alpha
124808	0.32754	0.0415	0.1176	2.0384553	0.2396825	512.99	CCDC43	coiled-coil domain containing 43
4540	0.32754	0.0415	0.1572	-2.0385131	-0.3204946	173699.2	ND5	NADH dehydrogenase subunit 5
100874021	0.32767	0.0415	0.3767	-2.0380446	-0.7677327	12.1	MAGI2-AS2	MAGI2 antisense RNA 2
104502417	0.32772	0.0416	0.2766	-2.0378379	-0.5637361	37.94	MGAT3-AS1	MGAT3 antisense RNA 1
100533990	0.32776	0.0416	0.4244	2.0376485	0.8648397	76.89	APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)
6730	0.32789	0.0416	0.1168	2.0373368	0.2379836	1247.91	SRP68	signal recognition particle 68
54822	0.328	0.0416	0.1065	-2.0370511	-0.2170174	1967.26	TRPM7	transient receptor potential cation channel subfamily M member 7
11337	0.32839	0.0417	0.1539	2.036411	0.3134244	3226.74	GABARAP	GABA type A receptor-associated protein
105379016	0.32853	0.0418	0.2887	-2.0356572	-0.5876255	81.08	LOC105379016	uncharacterized LOC105379016
105375426	0.32853	0.0418	0.3383	-2.0359254	-0.6887528	58.79	LOC105375426	uncharacterized LOC105375426
64115	0.32853	0.0418	0.2425	2.035714	0.4936126	683.53	VSIR	V-set immunoregulatory receptor
101929653	0.32853	0.0418	0.3409	-2.0359185	-0.69404	196.06	LOC101929653	uncharacterized LOC101929653
60491	0.32862	0.0418	0.1133	2.0354003	0.2305164	432.09	NIF3L1	NGG1 interacting factor 3 like 1
6624	0.32899	0.0419	0.1868	2.0347907	0.380026	5524.83	FSCN1	fascin actin-bundling protein 1
2209	0.32928	0.0419	0.3394	2.0342135	0.6904046	100.42	FCGR1A	Fc gamma receptor Ia
51384	0.32928	0.042	0.5172	2.0335456	1.0518114	14.45	WNT16	Wnt family member 16
107987103	0.32928	0.042	0.317	-2.0334425	-0.6446702	16.91	LOC107987103	uncharacterized LOC107987103
399744	0.32928	0.042	0.2094	-2.0337462	-0.4259473	208.88	LINC00999	long intergenic non-protein coding RNA 999
81929	0.32928	0.042	0.1722	2.0335693	0.3502307	892.56	SEH1L	SEH1 like nucleoporin
1564	0.32928	0.042	0.2388	-2.0334189	-0.4856468	74.45	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
4354	0.32928	0.042	0.1723	2.033827	0.3504126	523.22	MPP1	MAGUK p55 scaffold protein 1
3925	0.32951	0.0421	0.1612	2.0320446	0.3276467	11707.11	STMN1	stathmin 1
101929464	0.32951	0.0421	0.333	-2.0322761	-0.6767125	11.11	PHC2-AS1	PHC2 antisense RNA 1
84967	0.32951	0.0421	0.1753	2.0321609	0.3562102	192.18	LSM10	LSM10, U7 small nuclear RNA associated
347736	0.32951	0.0421	0.1339	-2.0324802	-0.2722401	395.11	NME9	NME/NM23 family member 9
2264	0.32951	0.0421	0.3706	-2.0325203	-0.753317	12.54	FGFR4	fibroblast growth factor receptor 4
113878	0.32951	0.0421	0.1793	-2.032088	-0.3643581	238.41	DTX2	deltex E3 ubiquitin ligase 2
79813	0.32951	0.0422	0.1556	-2.0319796	-0.3162193	1472.89	EHMT1	euchromatic histone lysine methyltransferase 1
120863	0.32951	0.0421	0.1219	-2.0325906	-0.2478696	79.95	DEPDC4	DEP domain containing 4
10198	0.32967	0.0422	0.0921	-2.0316229	-0.1870329	1295.18	MPHOSPH9	M-phase phosphoprotein 9
3479	0.32977	0.0422	0.4946	2.0313578	1.0047967	141.07	IGF1	insulin like growth factor 1
107986116	0.32981	0.0423	0.2969	-2.0310212	-0.6030721	35.4	LOC107986116	uncharacterized LOC107986116
105371753	0.32981	0.0422	0.3782	-2.0310705	-0.7680775	24.55	LOC105371753	uncharacterized LOC105371753
259217	0.32982	0.0423	0.2329	2.0308647	0.4729833	3021.44	HSPA12A	heat shock protein family A (Hsp70) member 12A
101927972	0.32987	0.0423	0.4096	-2.0306636	-0.8316744	11.19	FARS2-AS1	FARS2 antisense RNA 1
554206	0.32995	0.0423	0.2158	-2.0304164	-0.4382037	55.74	LOC554206	leucine carboxyl methyltransferase 1 pseudogene
23215	0.33005	0.0424	0.111	-2.0298591	-0.2253345	8867.54	PRRC2C	proline rich coiled-coil 2C
644168	0.33005	0.0424	0.9446	2.0299584	1.9175999	8.93	DRGX	dorsal root ganglia homeobox
10008	0.33005	0.0424	0.4112	2.0299167	0.8346895	56.31	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
105373027	0.33009	0.0424	0.4135	-2.0296674	-0.8393231	102.41	LOC105373027	uncharacterized LOC105373027
284099	0.33016	0.0424	0.265	-2.0294326	-0.5378401	30.49	C17orf78	chromosome 17 open reading frame 78
107984849	0.33021	0.0424	0.2571	-2.0291847	-0.5217935	24.41	LOC107984849	replaced by ID 100288069
143244	0.33021	0.0424	0.1702	2.0290851	0.3453909	175.87	EIF5AL1	eukaryotic translation initiation factor 5A like 1
107984131	0.33038	0.0425	0.4332	-2.0287305	-0.8787636	77	LOC107984131	uncharacterized LOC107984131
51107	0.33054	0.0426	0.1289	2.027185	0.2612057	1036.23	APH1A	aph-1 homolog A, gamma-secretase subunit
51639	0.33054	0.0428	0.1574	2.025967	0.3189135	400.98	SF3B6	splicing factor 3b subunit 6
80218	0.33054	0.0426	0.1438	2.028051	0.2915848	1517.22	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit
55589	0.33054	0.0427	0.098	2.0267926	0.1986884	1272.81	BMP2K	BMP2 inducible kinase
107986197	0.33054	0.0428	0.2791	-2.0252867	-0.5651744	38.17	LOC107986197	uncharacterized LOC107986197
134187	0.33054	0.0428	0.2946	-2.0254485	-0.5966501	182.49	POU5F2	POU domain class 5, transcription factor 2
55122	0.33054	0.0428	0.1319	2.0253655	0.267117	729.01	AKIRIN2	akirin 2
100506990	0.33054	0.0426	0.1984	-2.0279524	-0.4023882	396.45	FAM86B2-DT	FAM86B2 divergent transcript
30968	0.33054	0.0428	0.1399	2.0253429	0.2833482	425.46	STOML2	stomatin like 2
102724057	0.33054	0.0428	0.219	-2.0255192	-0.443687	163.57	LOC102724057	replaced by ID 23287
347273	0.33054	0.0427	0.2444	-2.0270395	-0.4954863	195.83	CAVIN4	caveolae associated protein 4
100506119	0.33054	0.0427	0.3518	2.0266917	0.7128939	13.56	LINC01503	long intergenic non-protein coding RNA 1503
101930307	0.33054	0.0427	0.3136	-2.0267679	-0.6355034	145.9	LOC101930307	
4005	0.33054	0.0429	0.1581	2.0247479	0.320152	362.17	LMO2	LIM domain only 2
105369391	0.33054	0.0426	0.3393	-2.0271313	-0.6877257	14.27	LOC105369391	uncharacterized LOC105369391
105369761	0.33054	0.0429	0.5477	-2.0246565	-1.1089614	10.14	LOC105369761	uncharacterized LOC105369761
51411	0.33054	0.0429	0.2857	2.0245446	0.5784868	156.49	BIN2	bridging integrator 2
10220	0.33054	0.0429	0.1055	-2.0250632	-0.2135459	1256.36	GDF11	growth differentiation factor 11
55743	0.33054	0.0428	0.1567	-2.0252204	-0.317395	741.19	CHFR	checkpoint with forkhead and ring finger domains
5411	0.33054	0.0429	0.1468	-2.0248597	-0.2972763	2346.26	PNN	pinin, desmosome associated protein
527	0.33054	0.0428	0.1885	2.0253597	0.3817925	3202.87	ATP6V0C	ATPase H+ transporting V0 subunit c
7874	0.33054	0.0427	0.1032	2.026686	0.2092286	3022.95	USP7	ubiquitin specific peptidase 7
10308	0.33054	0.0428	0.1538	2.0254212	0.3115349	332.9	ZNF267	zinc finger protein 267
7561	0.33054	0.0427	0.0913	2.0261822	0.1849451	466.28	ZNF14	zinc finger protein 14
2357	0.33054	0.0426	0.5632	2.0276728	1.1420458	102.83	FPR1	formyl peptide receptor 1
1477	0.33054	0.0428	0.1218	2.0257564	0.2466449	486.78	CSTF1	cleavage stimulation factor subunit 1
105372708	0.33054	0.0427	0.3831	-2.0262983	-0.7762485	17.47	LOC105372708	uncharacterized LOC105372708
474383	0.33054	0.0426	0.1298	2.0275664	0.2631231	79.93	F8A2	coagulation factor VIII associated 2
2965	0.33066	0.0429	0.0824	2.0242547	0.1667424	660.93	GTF2H1	general transcription factor IIH subunit 1
85474	0.33074	0.0431	0.2922	-2.0227267	-0.5910288	12.67	LBX2	ladybird homeobox 2
100128653	0.33074	0.0431	0.2945	-2.0231702	-0.5957464	29.87	LOC100128653	uncharacterized LOC100128653
441191	0.33074	0.0431	0.1171	-2.0231845	-0.2369158	390.3	RNF216P1	ring finger protein 216 pseudogene 1
28969	0.33074	0.0431	0.1621	2.0229344	0.3278663	270.71	BZW2	basic leucine zipper and W2 domains 2
100507058	0.33074	0.043	0.4041	-2.0235761	-0.8176967	10.41	LINC00845	long intergenic non-protein coding RNA 845
283050	0.33074	0.0431	0.2512	-2.0227588	-0.5081477	20.47	ZMIZ1-AS1	ZMIZ1 antisense RNA 1
102724814	0.33074	0.043	0.1878	-2.0237398	-0.3801511	109.01	AP1G2-AS1	AP1G2 antisense RNA 1
105370833	0.33074	0.0431	0.3011	-2.0232013	-0.6091839	56.7	LINC03065	long intergenic non-protein coding RNA 3065
58476	0.33074	0.0431	0.2019	-2.0228136	-0.4083559	26312.01	TP53INP2	tumor protein p53 inducible nuclear protein 2
23331	0.33074	0.043	0.1303	-2.0234898	-0.263694	1388.32	TTC28	tetratricopeptide repeat domain 28
105378549	0.33078	0.0431	0.2911	-2.0225371	-0.5886722	413.36	LOC105378549	uncharacterized LOC105378549
200205	0.33102	0.0432	0.1217	-2.0220914	-0.24606	413.82	IBA57	iron-sulfur cluster assembly factor IBA57
23185	0.33115	0.0432	0.0741	2.0217931	0.1497281	2019.31	LARP4B	La ribonucleoprotein 4B
101928961	0.33134	0.0433	0.3516	-2.0212645	-0.7106608	431.99	LOC101928961	uncharacterized LOC101928961
5501	0.33134	0.0432	0.1107	2.0213613	0.2238336	1980.44	PPP1CC	protein phosphatase 1 catalytic subunit gamma
100628315	0.33141	0.0433	0.3555	-2.0210376	-0.7183965	538.11	DNM3OS	DNM3 opposite strand/antisense RNA
105373690	0.33226	0.0435	0.3288	-2.0191503	-0.6638842	89.37	LOC105373690	
131474	0.33226	0.0435	0.1276	2.0191696	0.2576388	207.91	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4
3013	0.33226	0.0435	0.2664	2.0188718	0.5378943	43.69	H2AC7	H2A clustered histone 7
50640	0.33226	0.0435	0.1266	2.0187038	0.2555964	1601.73	PNPLA8	patatin like phospholipase domain containing 8
112268073	0.33226	0.0435	0.2925	-2.0192286	-0.5907018	13.1	LOC112268073	uncharacterized LOC112268073
246777	0.33226	0.0435	0.4413	-2.0187175	-0.890822	22.32	SPESP1	sperm equatorial segment protein 1
26276	0.33226	0.0435	0.0749	2.0191046	0.1511303	338.62	VPS33B	VPS33B late endosome and lysosome associated
84313	0.33226	0.0435	0.1535	2.0191806	0.3098662	242.99	VPS25	vacuolar protein sorting 25 homolog
51320	0.33226	0.0435	0.0894	2.0189053	0.1805441	992.3	MEX3C	mex-3 RNA binding family member C
100506392	0.33236	0.0436	0.2675	-2.0182711	-0.5399545	91.39	SLC16A1-AS1	SLC16A1 antisense RNA 1
107986707	0.33236	0.0436	0.3349	-2.0178421	-0.6757377	102.9	LOC107986707	uncharacterized LOC107986707
442578	0.33236	0.0436	0.1862	-2.0179042	-0.3756616	197.52	STAG3L3	stromal antigen 3-like 3 (pseudogene)
55755	0.33236	0.0436	0.1681	-2.0179448	-0.3392679	3176.21	CDK5RAP2	CDK5 regulatory subunit associated protein 2
85495	0.33236	0.0436	0.1778	2.0177279	0.3587532	67907.61	RPPH1	ribonuclease P RNA component H1
107985293	0.33236	0.0436	0.4381	-2.0181589	-0.8842092	9.37	LOC107985293	uncharacterized LOC107985293
222255	0.33239	0.0437	0.111	-2.0173341	-0.2239962	497.6	ATXN7L1	ataxin 7 like 1
6433	0.33239	0.0437	0.2062	-2.0174236	-0.4160683	2112.14	SFSWAP	splicing factor SWAP
9836	0.33239	0.0437	0.1493	2.0172676	0.30126	222.86	LCMT2	leucine carboxyl methyltransferase 2
375341	0.3324	0.0437	0.1369	-2.0171142	-0.2760838	121.09	C3orf62	chromosome 3 open reading frame 62
1508	0.33248	0.0437	0.2226	2.0168728	0.4490071	4597.06	CTSB	cathepsin B
7051	0.33254	0.0437	0.2945	-2.0166579	-0.5938946	20.16	TGM1	transglutaminase 1
105374748	0.33363	0.044	0.3227	-2.0144443	-0.6500017	38.43	LOC105374748	uncharacterized LOC105374748
54441	0.33363	0.0439	0.1936	-2.0148108	-0.3900546	325.63	STAG3L1	stromal antigen 3-like 1 (pseudogene)
100130548	0.33363	0.0439	0.3718	-2.0150078	-0.7492424	24.99	LOC100130548	uncharacterized LOC100130548
105370247	0.33363	0.0439	0.3098	-2.0146573	-0.6241621	597.48	LOC105370247	uncharacterized LOC105370247
10038	0.33363	0.044	0.1769	2.0145115	0.3563945	68509.15	PARP2	poly(ADP-ribose) polymerase 2
57446	0.33363	0.0439	0.2017	2.0146948	0.4062721	2311.99	NDRG3	NDRG family member 3
80135	0.33391	0.0441	0.1358	2.0127947	0.2733723	334.2	RPF1	ribosome production factor 1 homolog
6280	0.33391	0.0441	0.7692	-2.0131744	-1.5486256	53.27	S100A9	S100 calcium binding protein A9
101927401	0.33391	0.0441	0.3987	-2.0132408	-0.8026022	17.3	LOC101927401	uncharacterized LOC101927401
7884	0.33391	0.0441	0.1093	2.0127587	0.2199639	563.91	SLBP	stem-loop binding protein
114932	0.33391	0.0441	0.0958	2.0132828	0.1928118	1524.45	MRFAP1L1	Morf4 family associated protein 1 like 1
2805	0.33391	0.0441	0.2967	2.0133197	0.5973433	1496.33	GOT1	glutamic-oxaloacetic transaminase 1
2237	0.33391	0.0441	0.1306	2.0127766	0.2627871	354.87	FEN1	flap structure-specific endonuclease 1
9904	0.33391	0.0441	0.1675	-2.0126926	-0.3371195	1176.73	RBM19	RNA binding motif protein 19
27040	0.33391	0.0441	0.2842	-2.0128452	-0.5720373	38.37	LAT	linker for activation of T cells
400931	0.33391	0.044	0.3156	-2.0139156	-0.6356752	573.75	MIRLET7BHG	MIRLET7B host gene
29107	0.33397	0.0442	0.1504	2.0123377	0.3025868	79.48	NXT1	nuclear transport factor 2 like export factor 1
55969	0.33397	0.0442	0.1136	2.012342	0.2285655	259.23	RAB5IF	RAB5 interacting factor
93134	0.33397	0.0442	0.0771	2.012197	0.1551782	618.37	ZNF561	zinc finger protein 561
5467	0.33437	0.0443	0.0756	-2.0115599	-0.1520374	924.15	PPARD	peroxisome proliferator activated receptor delta
84912	0.33485	0.0443	0.1176	2.0108141	0.2364989	1219.5	SLC35B4	solute carrier family 35 member B4
107987192	0.33516	0.0444	0.3838	-2.0102891	-0.7715914	9.97	LOC107987192	uncharacterized LOC107987192
643866	0.33566	0.0445	0.2786	-2.0095304	-0.5598457	52.58	CBLN3	cerebellin 3 precursor
123355	0.33592	0.0445	0.1078	-2.0090605	-0.2165729	540.08	LRRC28	leucine rich repeat containing 28
79443	0.33598	0.0446	0.1535	-2.0086403	-0.3083022	1507.92	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
1173	0.33598	0.0446	0.1913	2.0086543	0.3841585	4169.87	AP2M1	adaptor related protein complex 2 subunit mu 1
105379021	0.33598	0.0446	0.2945	-2.0085638	-0.5915332	27.83	LOC105379021	uncharacterized LOC105379021
33	0.33604	0.0446	0.3166	-2.0083475	-0.6359269	55.85	ACADL	acyl-CoA dehydrogenase long chain
163126	0.33617	0.0446	0.1745	2.0080535	0.3505046	296.15	EID2	EP300 interacting inhibitor of differentiation 2
57456	0.33621	0.0447	0.1173	2.0077346	0.235479	1521.77	KIAA1143	KIAA1143
8539	0.33621	0.0447	0.1158	2.0077175	0.2324738	2941.72	API5	apoptosis inhibitor 5
7570	0.33629	0.0447	0.1227	2.0074771	0.2463828	556.11	ZNF22	zinc finger protein 22
100874086	0.33632	0.0447	0.3255	-2.0073083	-0.6533189	291.36	PCDH9-AS3	PCDH9 antisense RNA 3
8575	0.33648	0.0448	0.1257	2.0060705	0.2521088	896.37	PRKRA	protein activator of interferon induced protein kinase EIF2AK2
85025	0.33648	0.0449	0.1648	2.00599	0.3306827	112.99	TMEM60	transmembrane protein 60
107986949	0.33648	0.0449	0.3578	-2.0058562	-0.7177769	28.23	LOC107986949	uncharacterized LOC107986949
23015	0.33648	0.0449	0.3121	-2.0059587	-0.6261041	1374.25	GOLGA8A	golgin A8 family member A
148145	0.33648	0.0449	0.4692	-2.0059883	-0.9412101	13.73	LINC00906	long intergenic non-protein coding RNA 906
10775	0.33648	0.0448	0.1371	2.0062699	0.27504	394.15	POP4	POP4 homolog, ribonuclease P/MRP subunit
9704	0.33648	0.0448	0.1685	-2.0065154	-0.338106	461.6	DHX34	DExH-box helicase 34
105372697	0.33648	0.0448	0.4673	-2.0064501	-0.9377008	11.12	LOC105372697	uncharacterized LOC105372697
693232	0.33648	0.0449	0.3571	-2.0059778	-0.7162997	13.74	MIR647	microRNA 647
24149	0.33688	0.0449	0.0998	-2.0052146	-0.2000265	1619.8	ZNF318	zinc finger protein 318
80219	0.33696	0.045	0.1584	2.0049792	0.3176451	502.96	COQ10B	coenzyme Q10B
106660613	0.33757	0.0451	0.1645	-2.0040814	-0.3297606	122.56	LINC00680-GUSBP4	LINC00680-GUSBP4 readthrough
105372424	0.33763	0.0451	0.3152	-2.0038667	-0.6315316	61.3	LOC105372424	uncharacterized LOC105372424
102723780	0.33781	0.0451	0.2343	2.0035009	0.4694075	29.19	FRG1FP	FSHD region gene 1 family member F, pseudogene
100533464	0.33794	0.0452	0.1232	-2.0031981	-0.2467503	203.27	PRH1-PRR4	PRH1-PRR4 readthrough
102724838	0.33797	0.0453	0.3074	-2.0023053	-0.6155598	84.97	LOC102724838	uncharacterized LOC102724838
64760	0.33797	0.0453	0.126	-2.0017953	-0.2522515	765.66	FHIP2B	FHF complex subunit HOOK interacting protein 2B
107987072	0.33797	0.0453	0.1799	-2.001833	-0.360064	66.6	LOC107987072	
83638	0.33797	0.0453	0.136	2.0020899	0.2723648	617.07	C11orf68	chromosome 11 open reading frame 68
196463	0.33797	0.0452	0.0909	2.002506	0.1820645	2274.6	PLBD2	phospholipase B domain containing 2
9445	0.33797	0.0453	0.1196	2.002004	0.2394316	9919.15	ITM2B	integral membrane protein 2B
5713	0.33797	0.0452	0.0971	2.0027108	0.1944306	1346.59	PSMD7	proteasome 26S subunit, non-ATPase 7
1352	0.33797	0.0453	0.1371	2.001773	0.2744932	177.01	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
9620	0.33797	0.0453	0.2318	-2.0018869	-0.4640419	24.28	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
1183	0.33797	0.0452	0.1668	2.0024369	0.3340493	5785.63	CLCN4	chloride voltage-gated channel 4
105375527	0.33798	0.0454	0.3096	-2.0010927	-0.6195812	115.07	LOC105375527	uncharacterized LOC105375527
105376154	0.33798	0.0454	0.2714	-2.001321	-0.5431985	24.18	LOC105376154	uncharacterized LOC105376154
9976	0.33798	0.0454	0.3466	-2.0013568	-0.6936229	27.09	CLEC2B	C-type lectin domain family 2 member B
1603	0.33798	0.0454	0.1537	2.0013669	0.307512	956.65	DAD1	defender against cell death 1
105370577	0.33798	0.0454	0.4329	-2.0010704	-0.8662848	19.13	LOC105370577	uncharacterized LOC105370577
84248	0.33815	0.0455	0.1133	2.0004591	0.2267146	1739.11	FYTTD1	forty-two-three domain containing 1
107984813	0.33815	0.0455	0.3231	-2.0004464	-0.6462669	16.76	CTCF-DT	CTCF divergent transcript
105371901	0.33815	0.0454	0.3457	-2.0005913	-0.6916699	9.04	LOC105371901	uncharacterized LOC105371901
2827	0.33823	0.0455	0.5826	1.9999464	1.1650851	30.49	GPR3	G protein-coupled receptor 3
101928185	0.33823	0.0455	0.3476	-1.9998062	-0.6951803	83.22	NCKAP5-AS1	NCKAP5 antisense RNA 1
105377616	0.33823	0.0455	0.6107	-2.0001427	-1.2214156	66.48	LOC105377616	uncharacterized LOC105377616
100499484	0.33823	0.0455	0.1949	-1.999789	-0.3897434	145.47	SUGT1P4-STRA6LP	SUGT1P4-STRA6LP readthrough
442908	0.33841	0.0456	0.3767	-1.9994254	-0.753128	10.21	MIR340	microRNA 340
55116	0.33879	0.0456	0.1119	-1.9988171	-0.2237092	276.68	TMEM39B	transmembrane protein 39B
22926	0.33885	0.0457	0.0842	1.9982699	0.1682327	2240.67	ATF6	activating transcription factor 6
105373802	0.33885	0.0457	0.2782	-1.9984855	-0.556025	264.39	LOC105373802	
11136	0.33885	0.0457	0.4069	-1.9983623	-0.8131997	15.64	SLC7A9	solute carrier family 7 member 9
84911	0.33885	0.0457	0.1133	-1.9981995	-0.2264189	588.63	ZNF382	zinc finger protein 382
101410541	0.33887	0.0457	0.504	-1.9980291	-1.0069522	10.09	LINC00678	long intergenic non-protein coding RNA 678
83756	0.33905	0.0459	0.1724	-1.996027	-0.3440648	64.32	TAS1R3	taste 1 receptor member 3
105378629	0.33905	0.0458	0.2807	-1.9971595	-0.5605803	34.98	LOC105378629	uncharacterized LOC105378629
105372884	0.33905	0.0458	0.3396	-1.9973938	-0.6783947	24.81	LOC105372884	uncharacterized LOC105372884
25847	0.33905	0.0459	0.136	1.9959891	0.2715416	534.93	ANAPC13	anaphase promoting complex subunit 13
51164	0.33905	0.0459	0.1172	1.9964705	0.2340205	3120.24	DCTN4	dynactin subunit 4
100996419	0.33905	0.046	0.2308	-1.995198	-0.4603949	43.94	MRNIP-DT	MRNIP divergent transcript
221322	0.33905	0.0459	0.1313	-1.9967313	-0.2622506	698.47	TBC1D32	TBC1 domain family member 32
