GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100422910	0.80994	0.561	0.3221	0.580919	0.1870923	9.31	MIR2861	microRNA 2861
105378948	0.81002	0.562	0.3746	0.5805379	0.2174534	13.94	LOC105378948	uncharacterized LOC105378948
7049	0.81002	0.562	0.2354	0.580614	0.1366974	504.84	TGFBR3	transforming growth factor beta receptor 3
113763	0.81002	0.561	0.2956	-0.5806878	-0.1716684	15.97	ZBED10P	zinc finger BED-type containing 10, pseudogene
55346	0.81002	0.562	0.1081	0.5804831	0.0627611	2606.44	TCP11L1	t-complex 11 like 1
143570	0.81002	0.562	0.1868	-0.5805405	-0.1084419	890.74	XRRA1	X-ray radiation resistance associated 1
91289	0.81002	0.561	0.122	0.5806956	0.0708305	623.35	LMF2	lipase maturation factor 2
105373153	0.81002	0.562	0.8007	-0.5804728	-0.4647594	8.94	LOC105373153	uncharacterized LOC105373153
105375957	0.81006	0.562	0.2505	-0.5803642	-0.1453781	40.58	LOC105375957	uncharacterized LOC105375957
105369779	0.81006	0.562	0.1473	-0.5803264	-0.0854543	267.38	CD63-AS1	CD63 antisense RNA 1
375287	0.81007	0.562	0.2033	0.5802356	0.1179662	165.69	RBM43	RNA binding motif protein 43
1719	0.81007	0.562	0.2022	-0.5801392	-0.1172768	685.59	DHFR	dihydrofolate reductase
51123	0.81007	0.562	0.108	-0.5801613	-0.0626758	1777.04	ZNF706	zinc finger protein 706
374383	0.81007	0.562	0.5517	0.5799553	0.3199718	281.37	NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1
969	0.81007	0.562	0.4482	-0.5800464	-0.2599884	43.23	CD69	CD69 molecule
100289097	0.81007	0.562	0.2678	0.579938	0.1553104	310.37	FRG1CP	FSHD region gene 1 family member C, pseudogene
63910	0.81007	0.562	0.2704	0.580039	0.1568491	22.03	SLC17A9	solute carrier family 17 member 9
79441	0.81011	0.562	0.1163	-0.579848	-0.0674324	612.79	HAUS3	HAUS augmin like complex subunit 3
402778	0.81025	0.562	0.2332	0.5796491	0.1351533	245.95	IFITM10	interferon induced transmembrane protein 10
116135	0.8103	0.562	0.3959	0.5794946	0.2294252	177.53	LRRC3B	leucine rich repeat containing 3B
118490	0.8103	0.562	0.338	-0.5795136	-0.1958469	52.01	MSS51	MSS51 mitochondrial translational activator
79631	0.81033	0.562	0.1075	-0.5794048	-0.0622793	446.71	EFL1	elongation factor like GTPase 1
4851	0.81043	0.563	0.1956	-0.5791154	-0.1132977	4927.82	NOTCH1	notch receptor 1
101929637	0.81043	0.563	0.3251	-0.5790889	-0.1882516	333.65	NTM-AS1	NTM antisense RNA 1
64319	0.81043	0.563	0.128	-0.5791145	-0.0741529	2456.33	FBRS	fibrosin
10469	0.81043	0.562	0.0914	0.5791588	0.0529359	402.9	TIMM44	translocase of inner mitochondrial membrane 44
9378	0.81052	0.563	0.3995	0.5788919	0.2312571	4154.86	NRXN1	neurexin 1
11262	0.81052	0.563	0.2315	-0.5786635	-0.1339702	111.35	SP140	SP140 nuclear body protein
9686	0.81052	0.563	0.0978	-0.5785276	-0.0565977	879.18	VGLL4	vestigial like family member 4
51372	0.81052	0.563	0.1153	0.5785201	0.0666839	925.17	TMA7	translation machinery associated 7 homolog
64065	0.81052	0.563	0.2237	-0.5785342	-0.1294274	88.63	PERP	p53 apoptosis effector related to PMP22
102723701	0.81052	0.563	0.2111	0.5787747	0.1222037	26.01	LOC102723701	uncharacterized LOC102723701
26507	0.81052	0.563	0.5793	0.5786164	0.335205	362.91	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
79154	0.81052	0.563	0.2756	0.5786353	0.1594824	110.18	DHRS11	dehydrogenase/reductase 11
80233	0.81052	0.563	0.1684	-0.5787302	-0.0974518	373.59	FAAP100	FA core complex associated protein 100
7082	0.8106	0.563	0.1652	-0.5783332	-0.0955238	19242.49	TJP1	tight junction protein 1
3996	0.8106	0.563	0.2543	0.5783393	0.1470944	6721.44	LLGL1	LLGL scribble cell polarity complex component 1
25896	0.81063	0.563	0.1665	-0.5781577	-0.0962533	650.47	INTS7	integrator complex subunit 7
3355	0.81063	0.563	0.3982	0.5781723	0.230254	82.37	HTR1F	5-hydroxytryptamine receptor 1F
5444	0.81063	0.563	0.2003	-0.5780681	-0.1157792	28.52	PON1	paraoxonase 1
4499	0.81063	0.563	0.5937	0.5780393	0.3431751	238.41	MT1M	metallothionein 1M
105379507	0.81063	0.563	0.3354	-0.5780918	-0.1939019	10.08	LOC105379507	uncharacterized LOC105379507
7041	0.81067	0.563	0.1818	0.5779493	0.1050555	44.13	TGFB1I1	transforming growth factor beta 1 induced transcript 1
64172	0.811	0.564	0.1843	-0.5775425	-0.1064388	377.63	OSGEPL1	O-sialoglycoprotein endopeptidase like 1
23504	0.811	0.564	0.5283	0.5775061	0.3050869	528.08	RIMBP2	RIMS binding protein 2
100506299	0.81101	0.564	0.2474	0.5772434	0.1428172	63.91	ID2-AS1	ID2 antisense RNA 1
613126	0.81101	0.564	0.1809	-0.5773422	-0.1044191	34.59	CYP51A1-AS1	CYP51A1 antisense RNA 1
2875	0.81101	0.564	0.2054	-0.57723	-0.1185811	77.32	GPT	glutamic--pyruvic transaminase
9351	0.81101	0.564	0.1471	-0.5772531	-0.0849073	923.07	NHERF2	NHERF family PDZ scaffold protein 2
105371912	0.81101	0.564	0.2205	-0.5773478	-0.1273324	46.67	LOC105371912	uncharacterized LOC105371912
6583	0.81107	0.564	0.2596	-0.5770088	-0.1498009	83.17	SLC22A4	solute carrier family 22 member 4
100506599	0.81107	0.564	0.4922	-0.5770939	-0.2840604	18.47	PPP1R26-AS1	PPP1R26 antisense RNA 1
367	0.81107	0.564	0.2496	0.5770378	0.1440225	232.56	AR	androgen receptor
101928545	0.81108	0.564	0.1298	0.5769389	0.0748922	97.83	SEPTIN7-DT	SEPTIN7 divergent transcript
106144529	0.81121	0.564	0.2076	0.5767547	0.119749	24.31	GRPEL2-AS1	GRPEL2 antisense RNA 1
105371701	0.81127	0.564	0.3278	-0.5766298	-0.1889999	50.22	LOC105371701	uncharacterized LOC105371701
219790	0.81127	0.564	0.4014	0.5765935	0.2314637	35.66	RTKN2	rhotekin 2
100302240	0.81151	0.564	0.3401	-0.5762919	-0.1960247	21.71	MIR1304	microRNA 1304
23114	0.81159	0.565	0.145	-0.5749749	-0.083348	22899.41	NFASC	neurofascin
1841	0.81159	0.565	0.1734	0.5756475	0.0998425	154.18	DTYMK	deoxythymidylate kinase
4045	0.81159	0.565	0.1831	0.5759222	0.1054727	6612.2	LSAMP	limbic system associated membrane protein
10644	0.81159	0.565	0.3132	-0.5754581	-0.1802593	44.06	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
55351	0.81159	0.565	0.1924	0.5754082	0.1107285	108.64	STK32B	serine/threonine kinase 32B
9364	0.81159	0.565	0.0778	0.575711	0.0448021	533.45	RAB28	RAB28, member RAS oncogene family
285550	0.81159	0.565	0.13	0.5755657	0.074835	881.2	FAM200B	family with sequence similarity 200 member B
134121	0.81159	0.565	0.4475	0.5759572	0.2577392	55.51	CFAP90	cilia and flagella associated protein 90
101929201	0.81159	0.565	0.5048	0.5751973	0.2903601	37.89	LOC101929201	uncharacterized LOC101929201
100529239	0.81159	0.565	0.1185	0.5749409	0.0681316	2558.15	RPS10-NUDT3	RPS10-NUDT3 readthrough
55293	0.81159	0.565	0.1337	0.5750588	0.0769084	754	UEVLD	UEV and lactate/malate dehyrogenase domains
80194	0.81159	0.565	0.12	-0.5758359	-0.0691101	333.64	TMEM134	transmembrane protein 134
7289	0.81159	0.565	0.1571	0.5752323	0.0903817	675.7	TULP3	TUB like protein 3
8892	0.81159	0.565	0.1105	-0.5752997	-0.0635597	573.36	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
54982	0.81159	0.565	0.1042	0.5751595	0.0599445	288.44	CLN6	CLN6 transmembrane ER protein
84254	0.81159	0.565	0.5758	0.5755256	0.3313702	690.41	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1
100528020	0.81159	0.565	0.249	-0.5750104	-0.1431699	74.57	FAM187A	family with sequence similarity 187 member A
83990	0.81159	0.565	0.3044	-0.5754557	-0.1751688	18.5	BRIP1	BRCA1 interacting helicase 1
10715	0.81159	0.565	0.14	-0.5754285	-0.0805397	1912.93	CERS1	ceramide synthase 1
50861	0.81159	0.565	0.4537	0.5756289	0.2611549	1827.3	STMN3	stathmin 3
58494	0.81159	0.565	0.2142	0.5756238	0.1232705	1213.06	JAM2	junctional adhesion molecule 2
23541	0.81159	0.565	0.252	0.5750871	0.1449443	1075.62	SEC14L2	SEC14 like lipid binding 2
55609	0.81159	0.565	0.1012	0.5752064	0.0582304	222.59	ZNF280C	zinc finger protein 280C
1852	0.81159	0.565	0.375	-0.575496	-0.2158325	30.98	DUSP9	dual specificity phosphatase 9
5939	0.81159	0.565	0.1146	-0.5747988	-0.065872	695.81	RBMS2	RNA binding motif single stranded interacting protein 2
51559	0.81159	0.565	0.4124	0.5747785	0.2370121	727.6	NT5DC3	5'-nucleotidase domain containing 3
463	0.81159	0.565	0.1464	0.5748107	0.0841669	1644.86	ZFHX3	zinc finger homeobox 3
138639	0.81163	0.566	0.1607	-0.5746871	-0.0923403	2173.63	PTPDC1	protein tyrosine phosphatase domain containing 1
100506922	0.81167	0.566	0.1875	-0.5745902	-0.1077286	148.99	MAP3K2-DT	MAP3K2 divergent transcript
654342	0.81169	0.566	0.2967	0.5745184	0.1704711	25.53	LSP1P4	LSP1 pseudogene 4
223082	0.81169	0.566	0.1123	0.574359	0.0645222	598.97	ZNRF2	zinc and ring finger 2
3912	0.81169	0.566	0.3804	0.5743984	0.2185268	294.95	LAMB1	laminin subunit beta 1
65975	0.81169	0.566	0.2275	-0.5743091	-0.1306516	181.11	STK33	serine/threonine kinase 33
105373077	0.81169	0.566	0.3059	-0.5743974	-0.1757063	19.55	LOC105373077	uncharacterized LOC105373077
51101	0.81173	0.566	0.1418	-0.5741583	-0.0814345	629.34	ZC2HC1A	zinc finger C2HC-type containing 1A
51768	0.81173	0.566	0.1097	-0.5741914	-0.0629897	1527.91	TM7SF3	transmembrane 7 superfamily member 3
4513	0.81213	0.566	0.1788	-0.5736974	-0.10255	111886.3	COX2	cytochrome c oxidase subunit II
64168	0.81221	0.566	0.1947	0.5735278	0.1116528	5649.98	NECAB1	N-terminal EF-hand calcium binding protein 1
100129722	0.81221	0.566	0.3987	-0.573507	-0.2286565	9.72	STPG3-AS1	STPG3 antisense RNA 1
80318	0.81231	0.566	0.1035	-0.5733165	-0.0593161	435.87	GKAP1	G kinase anchoring protein 1
647174	0.81231	0.567	0.3277	-0.5731887	-0.1878213	229.9	SERPINE3	serpin family E member 3
100033820	0.81231	0.566	0.4098	-0.5732255	-0.2349107	14.03	SNORD116-28	small nucleolar RNA, C/D box 116-28
7538	0.81231	0.566	0.5539	-0.5732734	-0.3175439	668.31	ZFP36	ZFP36 ring finger protein
5906	0.81232	0.567	0.1476	0.5730008	0.0845571	2177.68	RAP1A	RAP1A, member of RAS oncogene family
100996506	0.81232	0.567	0.2182	-0.5728633	-0.1250153	22.59	LOC100996506	
6787	0.81232	0.567	0.1199	-0.5731061	-0.0687092	830.35	NEK4	NIMA related kinase 4
11341	0.81232	0.567	0.1925	-0.5728259	-0.1102891	908.62	SCRG1	stimulator of chondrogenesis 1
100499467	0.81232	0.567	0.2708	0.5727546	0.1551197	141.9	LINC00673	long intergenic non-protein coding RNA 673
79701	0.81232	0.567	0.1234	-0.5729177	-0.0706949	470.62	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3
6915	0.81232	0.567	0.253	-0.5727804	-0.1449406	33.54	TBXA2R	thromboxane A2 receptor
284406	0.81232	0.567	0.108	0.5727487	0.0618288	465.94	ZFP82	ZFP82 zinc finger protein
2014	0.81232	0.567	0.2323	0.5727053	0.1330186	60.2	EMP3	epithelial membrane protein 3
1429	0.81235	0.567	0.2133	-0.5719924	-0.122021	310.65	CRYZ	crystallin zeta
353322	0.81235	0.567	0.17	0.5722655	0.0972999	105.08	ANKRD37	ankyrin repeat domain 37
102723791	0.81235	0.567	0.3733	-0.5719835	-0.2134966	23.43	LOC102723791	uncharacterized LOC102723791
5305	0.81235	0.567	0.162	0.5723243	0.0927271	29337.73	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
23590	0.81235	0.567	0.1426	0.572074	0.0815777	135.24	PDSS1	decaprenyl diphosphate synthase subunit 1
11278	0.81235	0.567	0.2812	0.5724766	0.1610055	996.72	KLF12	KLF transcription factor 12
105371874	0.81235	0.567	0.2662	0.572594	0.1524229	166.11	LOC105371874	uncharacterized LOC105371874
5635	0.81235	0.567	0.0959	0.5720346	0.0548297	849.92	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1
147429	0.81235	0.567	0.2708	-0.5720861	-0.1548928	98.7	AQP4-AS1	AQP4 antisense RNA 1
53615	0.81235	0.567	0.0827	-0.5723542	-0.0473155	1057.75	MBD3	methyl-CpG binding domain protein 3
92960	0.81235	0.567	0.2531	-0.5721201	-0.1448142	79.15	PEX11G	peroxisomal biogenesis factor 11 gamma
8541	0.81235	0.567	0.4821	0.5720363	0.2757762	638.81	PPFIA3	PTPRF interacting protein alpha 3
401588	0.81235	0.567	0.1571	0.5720395	0.0898644	72.15	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)
9033	0.81249	0.567	0.3356	-0.5717902	-0.1918829	38.36	PKD2L1	polycystin 2 like 1, transient receptor potential cation channel
105373346	0.81253	0.568	0.4627	-0.571639	-0.2644843	13.41	LOC105373346	uncharacterized LOC105373346
8715	0.81253	0.568	0.3803	0.5716434	0.2173717	404.19	NOL4	nucleolar protein 4
840	0.81262	0.568	0.3075	0.5714451	0.1757128	127.02	CASP7	caspase 7
93210	0.81262	0.568	0.1691	-0.5714759	-0.0966355	284.8	PGAP3	post-GPI attachment to proteins phospholipase 3
107987363	0.81268	0.568	0.549	0.5713316	0.3136708	13.7	LOC107987363	
58512	0.81268	0.568	0.7873	0.5712761	0.4497674	987.04	DLGAP3	DLG associated protein 3
54145	0.81271	0.568	0.2898	0.5711975	0.1655349	11.92	H2BC12L	H2B clustered histone 12 like
100093631	0.81277	0.568	0.1397	-0.5710374	-0.0797464	6450.18	GTF2IP4	general transcription factor IIi pseudogene 4
1312	0.81277	0.568	0.1435	0.5710257	0.0819391	1551.71	COMT	catechol-O-methyltransferase
51286	0.81284	0.568	0.3483	0.5708956	0.1988444	983.67	CEND1	cell cycle exit and neuronal differentiation 1
375035	0.81288	0.568	0.1459	0.5707658	0.0832513	3770.5	SFT2D2	SFT2 domain containing 2
440730	0.81288	0.568	0.1579	-0.5705929	-0.0900946	131.72	TRIM67	tripartite motif containing 67
642361	0.81288	0.568	0.115	-0.5705925	-0.0656208	121.45	LOC642361	uncharacterized LOC642361
8742	0.81288	0.568	0.2423	0.5706128	0.1382792	254.09	TNFSF12	TNF superfamily member 12
2359	0.81288	0.568	0.4384	0.5706066	0.2501497	20.76	FPR3	formyl peptide receptor 3
26099	0.81303	0.568	0.1088	0.5703848	0.0620565	970.92	SZRD1	SUZ RNA binding domain containing 1
57471	0.8132	0.569	0.2499	0.5701579	0.1424783	42008.12	ERMN	ermin
668	0.81328	0.569	0.3422	-0.5699706	-0.1950222	15.53	FOXL2	forkhead box L2
100507468	0.81328	0.569	0.2192	0.5699663	0.1249171	36.3	CT66	cancer/testis associated transcript 66
343990	0.81341	0.569	0.6155	0.5697889	0.3507045	682.71	CRACDL	CRACD like
6497	0.81343	0.569	0.0904	0.5690975	0.0514224	3310.22	SKI	SKI proto-oncogene
339448	0.81343	0.569	0.1668	0.5692268	0.0949637	226.28	C1orf174	chromosome 1 open reading frame 174
10451	0.81343	0.57	0.3327	-0.5687814	-0.1892367	80.33	VAV3	vav guanine nucleotide exchange factor 3
285051	0.81343	0.569	0.3178	0.5695763	0.1810087	16.29	STPG4	sperm-tail PG-rich repeat containing 4
151313	0.81343	0.569	0.1914	0.5692948	0.10894	741.58	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B
9934	0.81343	0.569	0.2782	-0.5688541	-0.1582411	112.73	P2RY14	purinergic receptor P2Y14
100533182	0.81343	0.569	0.2376	-0.56946	-0.1352988	22.27	SEC24B-AS1	SEC24B antisense RNA 1
94234	0.81343	0.569	0.4026	-0.5692673	-0.2291921	69.25	FOXQ1	forkhead box Q1
2039	0.81343	0.57	0.6247	0.5687565	0.3552878	1442.33	DMTN	dematin actin binding protein
2218	0.81343	0.569	0.1215	-0.5690654	-0.0691194	1250.02	FKTN	fukutin
64421	0.81343	0.569	0.0896	-0.5690544	-0.0509778	444.89	DCLRE1C	DNA cross-link repair 1C
3416	0.81343	0.569	0.0831	0.5694273	0.0473054	885.83	IDE	insulin degrading enzyme
26123	0.81343	0.569	0.1834	0.5690359	0.1043777	342.39	TCTN3	tectonic family member 3
220382	0.81343	0.57	0.1487	0.5687778	0.0845681	1040.27	FAM181B	family with sequence similarity 181 member B
57458	0.81343	0.569	0.199	0.5688504	0.1132147	4584.11	TMCC3	transmembrane and coiled-coil domain family 3
54962	0.81343	0.57	0.0957	0.5687683	0.0544223	280.44	TIPIN	TIMELESS interacting protein
645	0.81343	0.569	0.1955	0.5695124	0.1113526	180.4	BLVRB	biliverdin reductase B
2139	0.81343	0.569	0.2168	-0.568929	-0.1233691	102.22	EYA2	EYA transcriptional coactivator and phosphatase 2
105373366	0.81343	0.569	0.213	-0.5693433	-0.121289	110.41	IDS2	uncharacterized IDS2
63977	0.81353	0.57	0.1188	-0.5686077	-0.0675569	347	PRDM15	PR/SET domain 15
126731	0.81358	0.57	0.1452	0.5684983	0.0825332	3028.02	CCSAP	centriole, cilia and spindle associated protein
146225	0.81371	0.57	0.4598	-0.5683082	-0.2613302	12.16	CMTM2	CKLF like MARVEL transmembrane domain containing 2
57539	0.81375	0.57	0.0818	0.5681901	0.0464703	760.85	WDR35	WD repeat domain 35
66004	0.81375	0.57	0.2462	0.5681432	0.139866	2524.53	LYNX1	Ly6/neurotoxin 1
55652	0.81375	0.57	0.2393	0.5681108	0.1359446	6434.14	SLC48A1	solute carrier family 48 member 1
100506963	0.81391	0.57	0.1264	0.5678469	0.0717649	154.57	ELOA-AS1	ELOA antisense RNA 1
54543	0.81391	0.57	0.134	0.5678727	0.076115	1185.74	TOMM7	translocase of outer mitochondrial membrane 7
200728	0.81392	0.57	0.1721	0.5677828	0.0977396	116.12	TMEM17	transmembrane protein 17
51343	0.814	0.57	0.0907	-0.5676413	-0.0514866	1329.74	FZR1	fizzy and cell division cycle 20 related 1
105372037	0.81412	0.57	0.3345	0.5674697	0.1898174	16.39	LINC01908	long intergenic non-protein coding RNA 1908
55215	0.81423	0.571	0.1833	-0.5673029	-0.1039799	253.6	FANCI	FA complementation group I
390	0.81426	0.571	0.3935	0.5671377	0.223194	119.99	RND3	Rho family GTPase 3
64072	0.81426	0.571	0.3044	-0.5671356	-0.1726285	503.73	CDH23	cadherin related 23
6579	0.81426	0.571	0.2256	-0.5671146	-0.1279234	15897.87	SLCO1A2	solute carrier organic anion transporter family member 1A2
107986025	0.81454	0.571	0.5713	0.566707	0.3237679	17.09	LOC107986025	uncharacterized LOC107986025
374291	0.81454	0.571	0.1674	0.566671	0.0948324	1587.68	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
5424	0.81454	0.571	0.161	0.5666634	0.0912213	212.88	POLD1	DNA polymerase delta 1, catalytic subunit
101929570	0.81469	0.571	0.8137	-0.5664516	-0.4609301	17.29	KCNH7-AS1	KCNH7 antisense RNA 1
132014	0.8147	0.571	0.3425	-0.5663281	-0.1939717	20.16	IL17RE	interleukin 17 receptor E
101927418	0.8147	0.571	0.3979	-0.5662903	-0.2253443	11.37	LOC101927418	uncharacterized LOC101927418
1397	0.8147	0.571	0.2288	0.5663122	0.129591	702.22	CRIP2	cysteine rich protein 2
101928571	0.81477	0.571	0.2219	-0.5661609	-0.1256131	86.32	ZNF649-AS1	ZNF649 antisense RNA 1
51601	0.81483	0.571	0.25	0.565895	0.1414727	167.83	LIPT1	lipoyltransferase 1
2550	0.81483	0.572	0.2824	0.5657887	0.1597906	4879.36	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
246184	0.81483	0.571	0.1048	0.5658983	0.0592863	154.46	CDC26	cell division cycle 26
55810	0.81483	0.572	0.0798	0.5657909	0.0451528	986.17	FOXJ2	forkhead box J2
100033431	0.81483	0.572	0.3743	-0.5657812	-0.2117621	68.02	SNORD116-20	small nucleolar RNA, C/D box 116-20
105372553	0.81483	0.572	0.2622	-0.5657959	-0.1483401	25.06	LOC105372553	
100126784	0.81497	0.572	0.3526	0.5655871	0.1994398	184.39	NAV2-AS6	NAV2 antisense RNA 6
100133286	0.81511	0.572	0.1827	0.565385	0.1032851	520.53	CBR1-AS1	CBR1 antisense RNA 1
339983	0.81519	0.572	0.1851	0.5652274	0.1046146	3343.99	NAT8L	N-acetyltransferase 8 like
56129	0.81519	0.572	0.1781	-0.5650961	-0.1006602	124.92	PCDHB7	protocadherin beta 7
54676	0.81519	0.572	0.1161	-0.5651325	-0.0656293	510.94	GTPBP2	GTP binding protein 2
80755	0.81519	0.572	0.1038	0.5651436	0.0586836	127.66	AARSD1	alanyl-tRNA synthetase domain containing 1
64135	0.8152	0.572	0.1879	0.5649259	0.1061704	267.86	IFIH1	interferon induced with helicase C domain 1
57140	0.8152	0.572	0.1679	-0.5649574	-0.0948609	727.65	RNPEPL1	arginyl aminopeptidase like 1
91147	0.8152	0.572	0.2854	0.5649936	0.1612516	150.19	TMEM67	transmembrane protein 67
388759	0.81536	0.572	0.2694	0.564708	0.1521121	24.51	LINC02897	long intergenic non-protein coding RNA 2897
9267	0.81536	0.572	0.1947	-0.5646608	-0.1099216	4281.21	CYTH1	cytohesin 1
100287015	0.81536	0.572	0.1432	0.5644093	0.0808077	64.89	MCPH1-DT	MCPH1 divergent transcript
157489	0.81536	0.573	0.181	0.5642377	0.1021268	98.2	SDAD1P1	SDA1 domain containing 1 pseudogene 1
84067	0.81536	0.572	0.1041	-0.5643743	-0.0587312	574.11	FHIP1B	FHF complex subunit HOOK interacting protein 1B
2775	0.81536	0.572	0.1215	0.5646039	0.068622	13051.4	GNAO1	G protein subunit alpha o1
3690	0.81536	0.573	0.2618	0.5642629	0.1477194	58.6	ITGB3	integrin subunit beta 3
23510	0.81536	0.572	0.0905	0.564454	0.0511062	1677.32	KCTD2	potassium channel tetramerization domain containing 2
2109	0.81536	0.572	0.1725	0.5644951	0.0973843	1046.7	ETFB	electron transfer flavoprotein subunit beta
63941	0.81536	0.573	0.1277	0.5643242	0.0720906	417.51	NECAB3	N-terminal EF-hand calcium binding protein 3
55229	0.81541	0.573	0.1194	-0.5641308	-0.0673495	511.36	PANK4	pantothenate kinase 4 (inactive)
107984591	0.81542	0.573	0.22	0.5640679	0.1240866	75.16	LOC107984591	uncharacterized LOC107984591
10324	0.81548	0.573	0.2852	-0.5636856	-0.1607737	48.38	KLHL41	kelch like family member 41
105379173	0.81548	0.573	0.1356	-0.5634517	-0.0764286	487.46	LOC105379173	uncharacterized LOC105379173
100652758	0.81548	0.573	0.1799	0.5633619	0.1013407	153.1	LOC100652758	uncharacterized LOC100652758
729920	0.81548	0.573	0.1271	-0.5638563	-0.0716867	405.82	CRPPA	CDP-L-ribitol pyrophosphorylase A
101409256	0.81548	0.573	0.4053	-0.5634995	-0.2283899	14.99	LOC101409256	cell division cycle 42 pseudogene
286	0.81548	0.573	0.4768	0.563321	0.2685894	227.04	ANK1	ankyrin 1
311	0.81548	0.573	0.3607	0.5635264	0.2032532	995.68	ANXA11	annexin A11
54537	0.81548	0.573	0.1322	0.5637756	0.0745315	903.91	SHLD2	shieldin complex subunit 2
28971	0.81548	0.573	0.1484	-0.5633353	-0.083612	196.07	AAMDC	adipogenesis associated Mth938 domain containing
79652	0.81548	0.573	0.2959	-0.5637126	-0.1668067	103.58	TMEM204	transmembrane protein 204
2057	0.81548	0.573	0.1998	0.5634092	0.1125491	114.97	EPOR	erythropoietin receptor
128989	0.81548	0.573	0.1056	-0.5638611	-0.0595301	587.99	TANGO2	transport and golgi organization 2 homolog
164592	0.81548	0.573	0.446	-0.5634731	-0.2513286	14.36	CCDC116	coiled-coil domain containing 116
112637020	0.81549	0.573	0.1428	-0.5632504	-0.0804381	230.55	SREBF2-AS1	SREBF2 antisense RNA 1
105378620	0.81553	0.574	0.301	0.5624757	0.1693277	28.23	LOC105378620	uncharacterized LOC105378620
400759	0.81553	0.574	0.3933	0.562048	0.2210629	15.83	GBP1P1	guanylate binding protein 1 pseudogene 1
128178	0.81553	0.574	0.3365	-0.5622382	-0.1892061	11.49	EDARADD	EDAR associated death domain
92	0.81553	0.574	0.1653	0.5621872	0.0929136	612.47	ACVR2A	activin A receptor type 2A
389072	0.81553	0.574	0.0993	0.5625571	0.0558625	3079.55	PLEKHM3	pleckstrin homology domain containing M3
8850	0.81553	0.574	0.0751	-0.5620942	-0.0422346	4877.19	KAT2B	lysine acetyltransferase 2B
5627	0.81553	0.574	0.2277	0.5623721	0.1280794	137.76	PROS1	protein S
89876	0.81553	0.573	0.2908	-0.5631332	-0.1637727	114.59	CFAP91	cilia and flagella associated protein 91
3556	0.81553	0.574	0.2938	0.5628531	0.1653449	347.24	IL1RAP	interleukin 1 receptor accessory protein
100506746	0.81553	0.574	0.2034	-0.5622696	-0.1143481	183.1	AFF1-AS1	AFF1 antisense RNA 1
654	0.81553	0.574	0.2385	0.5622707	0.1341117	114.75	BMP6	bone morphogenetic protein 6
7916	0.81553	0.574	0.1194	-0.5627548	-0.0671697	7359.42	PRRC2A	proline rich coiled-coil 2A
105375713	0.81553	0.574	0.386	-0.5625069	-0.2171346	10.52	LOC105375713	uncharacterized LOC105375713
105375761	0.81553	0.574	0.2847	0.5627664	0.1601948	28.32	LOC105375761	uncharacterized LOC105375761
387751	0.81553	0.574	0.2884	0.562466	0.1622022	78.48	GVINP1	GTPase, very large interferon inducible pseudogene 1
114769	0.81553	0.574	0.3191	0.5620015	0.179326	14.32	CARD16	caspase recruitment domain family member 16
376267	0.81553	0.574	0.4878	0.5622162	0.2742653	694.32	RAB15	RAB15, member RAS oncogene family
100996492	0.81553	0.574	0.306	-0.5622626	-0.1720516	212.62	CTXND1	cortexin domain containing 1
101929679	0.81553	0.574	0.3382	-0.5626858	-0.1903129	42.21	LINC02883	long intergenic non-protein coding RNA 2883
2521	0.81553	0.574	0.1157	0.5623637	0.0650675	3369.71	FUS	FUS RNA binding protein
107985177	0.81553	0.574	0.3121	0.562177	0.1754514	31.56	LOC107985177	uncharacterized LOC107985177
115727	0.81553	0.574	0.2276	0.5620599	0.1279357	63.8	RASGRP4	RAS guanyl releasing protein 4
2157	0.81553	0.573	0.2612	0.5629309	0.147011	289.26	F8	coagulation factor VIII
53822	0.81556	0.574	0.3007	0.5618602	0.1689247	426.18	FXYD7	FXYD domain containing ion transport regulator 7
7165	0.81556	0.574	0.1316	-0.5618952	-0.0739478	1294.69	TPD52L2	TPD52 like 2
147699	0.81557	0.574	0.3851	0.56175	0.2163041	10.02	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)
388567	0.81557	0.574	0.1577	-0.5617793	-0.0885817	221.23	ZNF749	zinc finger protein 749
84152	0.8157	0.574	0.347	-0.5615096	-0.1948527	1425.69	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
90187	0.8157	0.574	0.3969	0.5615424	0.2228833	146.15	EMILIN3	elastin microfibril interfacer 3
87178	0.81578	0.575	0.1727	-0.5613722	-0.0969241	1398.12	PNPT1	polyribonucleotide nucleotidyltransferase 1
